"","Event","t2","s1","s2","totSamp","na.rm","year","totCatch","length","t1","sTot","sCPM"
"55","1993T04007",0,0,0,NA,TRUE,1993,635.029318,1,0,0,0
"56","1993T04008",0,0,0,NA,TRUE,1993,762.942366,1,0,0,0
"57","1993T04009",0,0,0,188.006685,TRUE,1993,1310.881949,1.02,1122.875264,0,0
"58","1993T04010",0,0,0,NA,TRUE,1993,966.151748,1.02,0,0,0
"59","1993T04011",0,0,0,NA,TRUE,1993,1060.498961,0.99,0,0,0
"60","1993T04012",0,0,0,NA,TRUE,1993,2308.785163,1,0,0,0
"61","1993T04014",0,0,0,NA,TRUE,1993,1122.187523,1.01,0,0,0
"62","1993T04015",0,0,0,NA,TRUE,1993,1129.445001,1,0,0,0
"63","1993T04019",0,0,0,NA,TRUE,1993,1148.49588,1.01,0,0,0
"64","1993T04020",0,0,0,296.693299,TRUE,1993,1197.483856,1.06,900.790557,0,0
"65","1994T04001",0,0,0,NA,TRUE,1994,697.625065,1.1,0,0,0
"66","1994T04002",0,37.194574,0,87.996916,TRUE,1994,350.173309,1.07,262.176393,37.194574,34.7612841121495
"67","1994T04003",0,46.266421,0,NA,TRUE,1994,597.834743,1.04,0,46.266421,44.4869432692308
"68","1994T04004",0,11.793401,0,NA,TRUE,1994,537.053366,1,0,11.793401,11.793401
"69","1994T04005",0,0,0,NA,TRUE,1994,416.397795,1.04,0,0,0
"70","1994T04006",0,23.586803,0,NA,TRUE,1994,979.759519,1,0,23.586803,23.586803
"71","1994T04007",0,18.143694,0,NA,TRUE,1994,1482.339865,1.01,0,18.143694,17.9640534653465
"72","1994T04008",0,23.586803,0,NA,TRUE,1994,596.927558,1.03,0,23.586803,22.8998087378641
"73","1994T04009",0,0,0,NA,TRUE,1994,1067.756438,1.1,0,0,0
"74","1994T04010",0,0,0,NA,TRUE,1994,1198.391041,1.03,0,0,0
"75","1994T04011",0,0,0,166.072219,TRUE,1994,1176.618607,1.01,1010.546388,0,0
"76","1994T04012",0,0,0,NA,TRUE,1994,889.948229,1,0,0,0
"77","1994T04013",0,0,0,NA,TRUE,1994,5896.70081,1.03,0,0,0
"78","1994T04014",0,0,0,NA,TRUE,1994,1461.928208,0.98,0,0,0
"79","1994T04015",0,0,0,NA,TRUE,1994,931.678727,1,0,0,0
"80","1994T04016",0,0,0,NA,TRUE,1994,1163.010836,1.02,0,0,0
"81","1995T04001",0,1.558223,0,NA,TRUE,1995,575.155125,1.04,0,1.558223,1.49829134615385
"82","1995T04002",0,37.397356,0,NA,TRUE,1995,859.103948,1.01,0,37.397356,37.0270851485148
"83","1995T04003",0,32.722687,0,NA,TRUE,1995,379.203221,1.07,0,32.722687,30.5819504672897
"84","1995T04004",0,166.014807,0,260.262317,TRUE,1995,1167.54676,1,907.284443,166.014807,166.014807
"85","1995T04005",52.302343,0,49.89516,103.629557,TRUE,1995,1913.252616,1.06,1809.623059,1776.23143653152,1675.6900344637
"86","1995T04006",0,175.30011,0,242.88537,TRUE,1995,943.472129,1.02,700.586759,175.30011,171.862852941176
"87","1995T04007",71.678267,0,71.678267,119.759056,TRUE,1995,1036.004973,1.04,916.245917,987.924184,949.9271
"88","1995T04008",51.70953,0,51.70953,NA,TRUE,1995,1075.921101,1.05,0,51.70953,49.2471714285714
"89","1995T04009",22.679618,0,22.679618,NA,TRUE,1995,1202.01978,1,0,22.679618,22.679618
"90","1995T04010",0,14.514955,0,405.965167,TRUE,1995,903.556001,1.01,497.590834,14.514955,14.3712425742574
"91","1995T04011",0,15.42214,0,175.540245,TRUE,1995,1964.962146,0.95,1789.421901,15.42214,16.2338315789474
"92","1995T04012",0,195.557011,0,279.814412,TRUE,1995,919.885326,1.01,640.070914,195.557011,193.620802970297
"93","1996T04001",0,0.905073,0,NA,TRUE,1996,417.30498,1,0,0.905073,0.905073
"94","1996T04002",0,110.676538,0,145.058837,TRUE,1996,625.050285,1.02,479.991448,110.676538,108.506409803922
"95","1996T04003",0,93.440028,0,126.238243,TRUE,1996,488.518982,1.03,362.280739,93.440028,90.7184737864078
"96","1996T04004",0,2,0,24.135304,TRUE,1996,113.398092,1.05,89.262788,2,1.9047619047619
"97","1996T04005",0,56.245453,0,78.017883,TRUE,1996,384.646329,1,306.628446,56.245453,56.245453
"98","1996T04006",0,33.565835,0,157.39655,TRUE,1996,912.627848,0.99,755.231298,33.565835,33.9048838383838
"99","1996T04007",0,18.143694,0,181.890536,TRUE,1996,1152.124619,1.03,970.234083,18.143694,17.6152368932039
"100","1996T04008",0,19.050879,0,213.18841,TRUE,1996,762.942366,0.94,549.753956,19.050879,20.2668925531915
"101","1996T04009",0,59.874192,0,289.391929,TRUE,1996,720.304683,1.04,430.912754,59.874192,57.5713384615385
"102","1996T04010",0,291.206301,0,338.379903,TRUE,1996,176.901024,0.97,0,291.206301,300.212681443299
"103","1996T04011",101.60469,596.443737,101.60469,745.222031,TRUE,1996,1185.690455,0.97,440.468424,1138.516851,1173.72871237113
"104","1996T04012",0,40.823313,0,128.820229,TRUE,1996,780.178876,0.63,651.358647,40.823313,64.7989095238095
"105","1996T04013",0,74.216064,0,516.524325,TRUE,1996,874.526089,0.93,358.001764,74.216064,79.8022193548387
"106","1996T04014",0,1281.954984,0,NA,TRUE,1996,3156.09571,0.98,0,1281.954984,1308.11733061224
"107","1996T04018",0,60.781377,0,105.233428,TRUE,1996,601.463482,0.45,496.230054,60.781377,135.069726666667
"108","1996T04019",0,40.823313,0,127.234144,TRUE,1996,860.011133,0.98,732.776989,40.823313,41.6564418367347
"109","1997T04001",0,9.979032,0,NA,TRUE,1997,1042.355266,1.03,0,9.979032,9.68838058252427
"110","1997T04002",0,42.637682,0,NA,TRUE,1997,389.182253,1.06,0,42.637682,40.2242283018868
"111","1997T04003",0,57.152638,0,NA,TRUE,1997,596.927558,1.09,0,57.152638,52.4336128440367
"112","1997T04004",0,209.559674,0,NA,TRUE,1997,497.137237,1.03,0,209.559674,203.455994174757
"113","1997T04005",0,371.038558,0,493.962087,TRUE,1997,843.681808,1.04,349.719721,371.038558,356.767844230769
"114","1997T04006",0,236.775217,0,NA,TRUE,1997,1455.124322,1.06,0,236.775217,223.372846226415
"115","1997T04007",0,146.963927,0,241.311135,TRUE,1997,834.60996,1.04,593.298825,146.963927,141.311468269231
"116","1997T04008",0,146.963927,0,NA,TRUE,1997,849.124916,1,0,146.963927,146.963927
"117","1997T04009",0,38.101759,0,97.264878,TRUE,1997,516.188117,1.07,418.923239,38.101759,35.6091205607477
"118","1997T04010",0,44.452052,0,76.203514,TRUE,1997,241.31114,1.06,165.107626,44.452052,41.9358981132075
"119","1997T04011",0,69.853224,0,NA,TRUE,1997,612.349699,1,0,69.853224,69.853224
"120","1997T04012",0,36.287389,0,132.44897,TRUE,1997,561.547354,1,429.098384,36.287389,36.287389
"121","1997T04013",0,3.628738,0,174.633059,TRUE,1997,1812.55511,1,1637.922051,3.628738,3.628738
"122","1997T04014",0,70.760409,0,207.291711,TRUE,1997,672.223892,1.05,464.932181,70.760409,67.3908657142857
"123","1997T04015",376.689192,0,376.689192,432.934642,TRUE,1997,1636.56127,1.1,1203.626628,1580.31582,1436.65074545455
"124","1997T04023",0,136.984895,0,203.867227,TRUE,1997,636.843687,1.03,432.97646,136.984895,132.99504368932
"125","2002T04009",50.773312,19.958064,0,326.150285,TRUE,2002,556.104245,1,229.95396,19.958064,19.958064
"126","2002T04011",74.911961,12.700586,0,154.48703,TRUE,2002,2932.021079,1.01,2777.534049,12.700586,12.5748376237624
"127","2002T04012",61.045819,27.215542,0,136.942151,TRUE,2002,410.047502,0.7,273.105351,27.215542,38.8793457142857
"128","2002T04013",23.840101,18.143694,0,NA,TRUE,2002,1289.109515,1.03,0,18.143694,17.6152368932039
"129","2002T04014",62.049189,67.13167,0,497.194268,TRUE,2002,840.053069,1.02,342.858801,67.13167,65.815362745098
"130","2002T04015",56.483897,187.787241,0,453.26644,TRUE,2002,941.65776,0.97,488.39132,187.787241,193.595093814433
"131","2002T04016",55.912344,583.35799,0,1192.745836,TRUE,2002,1993.084873,1,800.339037,583.35799,583.35799
"132","2002T04017",67.682297,340.488331,0,566.677176,TRUE,2002,1019.675647,1,452.998471,340.488331,340.488331
"133","2002T04018",49.923605,3.628738,0,187.844613,TRUE,2002,827.352482,0.76,639.507869,3.628738,4.77465526315789
"134","2002T04019",355.397973,57.152638,0,872.693272,TRUE,2002,1381.642359,1,508.949087,57.152638,57.152638
"135","2002T04020",60.913266,32.65865,0,206.81282,TRUE,2002,688.553217,1.01,481.740397,32.65865,32.335297029703
"136","2002T04021",62.138005,19.050879,0,167.270385,TRUE,2002,348.35894,1.01,181.088555,19.050879,18.8622564356436
"137","1998T04001",50.142974,71.667594,0,175.376557,TRUE,1998,764.756735,1,589.380178,71.667594,71.667594
"138","1998T04005",150.354255,115.666054,0,430.78482,TRUE,1998,851.84647,0.97,421.06165,115.666054,119.243354639175
"139","1998T04006",122.135541,81.646626,0,344.8958,TRUE,1998,754.777703,1,409.881903,81.646626,81.646626
"140","1998T04010",185.613156,0.907184,0,NA,TRUE,1998,562.454538,0.96,0,0.907184,0.944983333333333
"141","1998T04011",53.736292,10.886216,0,NA,TRUE,1998,433.634305,0.92,0,10.886216,11.8328434782609
"142","1998T04012",34.84991,9.071847,0,118.267796,TRUE,1998,201.395012,1,83.127216,9.071847,9.071847
"143","1998T04013",55.07642,22.679618,0,216.476561,TRUE,1998,347.451755,1.02,130.975194,22.679618,22.2349196078431
"144","1998T04014",64.13419,21.772433,0,216.098115,TRUE,1998,445.427707,0.99,229.329592,21.772433,21.9923565656566
"145","1998T04015",69.109236,14.514955,0,246.181519,TRUE,1998,856.382394,1.01,610.200875,14.514955,14.3712425742574
"146","1998T04016",32.942725,12.700586,0,517.695752,TRUE,1998,546.125213,0.84,28.4294610000001,12.700586,15.1197452380952
"147","1998T04017",68.393898,10.886216,0,232.943173,TRUE,1998,646.822719,1,413.879546,10.886216,10.886216
"148","1998T04018",63.909528,3.628738,0,NA,TRUE,1998,690.367587,1.02,0,3.628738,3.5575862745098
"149","1998T04019",83.789632,66.224486,0,NA,TRUE,1998,791.065093,1.02,0,66.224486,64.9259666666667
"150","1998T04020",73.40982,83.460996,0,NA,TRUE,1998,815.559081,1.04,0,83.460996,80.2509576923077
"151","1998T04022",80.59633,46.266421,0,218.10802,TRUE,1998,1523.163178,1,1305.055158,46.266421,46.266421
"152","1998T04023",67.838268,94.347212,0,189.979465,TRUE,1998,454.045962,0.96,264.066497,94.347212,98.2783458333333
"153","1999T04001",47.701642,1.814369,0,195.075568,TRUE,1999,514.373747,1.03,319.298179,1.814369,1.76152330097087
"154","1999T04002",0,2.721554,0,152.579065,TRUE,1999,151.499851,1.03,0,2.721554,2.6422854368932
"155","1999T04003",36.72218,51.70953,0,187.162104,TRUE,1999,401.882839,0.99,214.720735,51.70953,52.2318484848485
"156","1999T04004",58.04545,105.233429,0,258.418018,TRUE,1999,413.676241,1.01,155.258223,105.233429,104.191513861386
"157","1999T04005",57.739267,24.493987,0,276.817192,TRUE,1999,573.794348,1.01,296.977156,24.493987,24.2514722772277
"158","1999T04006",125.111273,178.715393,0,637.434724,TRUE,1999,961.615824,0.97,324.1811,178.715393,184.242673195876
"159","1999T04007",65.467297,713.047205,0,940.596974,TRUE,1999,1310.881949,1,370.284975,713.047205,713.047205
"160","1999T04008",60.917974,260.36202,0,409.151765,TRUE,1999,551.568321,1.01,142.416556,260.36202,257.784178217822
"161","1999T04009",69.497299,413.676241,0,550.540839,TRUE,1999,888.13386,1,337.593021,413.676241,413.676241
"162","1999T04010",63.13856,13.607771,0,400.921281,TRUE,1999,1261.893973,1,860.972692,13.607771,13.607771
"163","1999T04011",61.081226,129.727417,0,NA,TRUE,1999,918.978141,1,0,129.727417,129.727417
"164","1999T04014",59.435449,151.49985,0,365.083108,TRUE,1999,794.693832,1.01,429.610724,151.49985,149.999851485148
"165","1999T04015",67.540737,0,0,138.396503,TRUE,1999,1387.992652,1.02,1249.596149,0,0
"166","1999T04018",52.050789,1.75,0,561.365499,TRUE,1999,361.966711,0.9,0,1.75,1.94444444444444
"167","1999T04019",63.041082,31.751465,0,547.276175,TRUE,1999,867.268611,1.01,319.992436,31.751465,31.4370940594059
"168","1999T04020",49.747197,87.996919,0,381.851573,TRUE,1999,596.927558,1.01,215.075985,87.996919,87.1256623762376
"169","2000T04001",64.962928,21.772433,0,218.786755,TRUE,2000,791.065093,0.68,572.278338,21.772433,32.0182838235294
"170","2000T04006",63.502926,37.194574,0,331.632422,TRUE,2000,637.297279,0.99,305.664857,37.194574,37.5702767676768
"171","2000T04008",69.419484,1.814369,0,284.422262,TRUE,2000,573.340755,1,288.918493,1.814369,1.814369
"172","2000T04009",68.964484,92.532843,0,464.932656,TRUE,2000,1295.006216,1.01,830.07356,92.532843,91.6166762376238
"173","2000T04010",57.028266,166.921992,0,308.318435,TRUE,2000,623.235916,1.02,314.917481,166.921992,163.649011764706
"174","2000T04013",69.11654,152.407036,0,NA,TRUE,2000,634.122133,1.01,0,152.407036,150.898055445545
"175","2000T04014",62.59419,254.918911,0,350.781748,TRUE,2000,527.074333,0.99,176.292585,254.918911,257.49384949495
"176","2000T04015",62.713898,112.490907,0,287.242118,TRUE,2000,544.310844,1.02,257.068726,112.490907,110.285202941176
"177","2000T04016",72.198853,70.760409,0,396.313802,TRUE,2000,1034.190603,1.01,637.876801,70.760409,70.0598108910891
"178","2000T04017",69.281857,23.586803,0,257.976278,TRUE,2000,383.739145,1,125.762867,23.586803,23.586803
"179","2000T04018",60.414571,5.443108,0,176.109845,TRUE,2000,339.287092,0.97,163.177247,5.443108,5.61145154639175
"180","2000T04019",57.88752,19.050879,0,214.726107,TRUE,2000,380.110406,1,165.384299,19.050879,19.050879
"181","2000T04020",71.856669,73.481963,0,NA,TRUE,2000,1095.879165,1.02,0,73.481963,72.0411401960784
"182","2000T04021",58.624866,965.698155,0,1243.857355,TRUE,2000,1363.498664,1.01,119.641309,965.698155,956.136787128713
"183","2000T04022",59.525853,2.721554,0,NA,TRUE,2000,1096.78635,1,0,2.721554,2.721554
"184","2000T04023",65.364191,11.793401,0,153.003923,TRUE,2000,481.715096,1,328.711173,11.793401,11.793401
"185","2001T04001",65.871539,8.164662,0,195.79177,TRUE,2001,542.496474,1.01,346.704704,8.164662,8.08382376237624
"186","2001T04005",44.546572,13.607771,0,142.565335,TRUE,2001,409.140317,1.02,266.574982,13.607771,13.3409519607843
"187","2001T04008",67.326373,9.979032,0,241.830693,TRUE,2001,547.939582,1.01,306.108889,9.979032,9.8802297029703
"188","2001T04009",47.772215,19.958064,0,NA,TRUE,2001,342.915831,1.02,0,19.958064,19.5667294117647
"189","2001T04010",31.469101,2.721554,0,77.481926,TRUE,2001,245.847064,1.01,168.365138,2.721554,2.69460792079208
"190","2001T04011",65.298018,47.627198,0,210.167183,TRUE,2001,1114.930045,1.01,904.762862,47.627198,47.1556415841584
"191","2001T04012",62.90419,10.886216,0,118.054495,TRUE,2001,672.223892,1,554.169397,10.886216,10.886216
"192","2001T04014",57.872345,24.493987,0,244.634432,TRUE,2001,673.131077,1.02,428.496645,24.493987,24.013712745098
"193","2001T04015",53.00875,100.697506,0,286.155224,TRUE,2001,522.53841,1.01,236.383186,100.697506,99.700500990099
"194","2001T04016",51.853604,10.886216,0,NA,TRUE,2001,442.706153,1.01,0,10.886216,10.7784316831683
"195","2001T04017",60.106711,34.47302,0,147.662851,TRUE,2001,363.78108,0.99,216.118229,34.47302,34.8212323232323
"196","2001T04018",67.71254,15.42214,0,237.572102,TRUE,2001,858.196764,1.01,620.624662,15.42214,15.2694455445545
"197","2001T04019",49.834864,5.443108,0,225.871517,TRUE,2001,613.256884,1.01,387.385367,5.443108,5.38921584158416
"198","2001T04020",57.250157,16.329325,0,651.011401,TRUE,2001,957.0799,1.01,306.068499,16.329325,16.1676485148515
"199","2001T04021",61.179822,7.257477,0,338.428055,TRUE,2001,1802.576078,1,1464.148023,7.257477,7.257477
"200","2001T04022",0,0.25,0,137.534744,TRUE,2001,1087.714503,0.74,950.179759,0.25,0.337837837837838
"201","2002T04001",55.537973,48.987975,0,367.352335,TRUE,2002,585.134157,1.01,217.781822,48.987975,48.5029455445545
"202","2002T04005",66.759819,225.889,0,NA,TRUE,2002,552.475506,0.8,0,225.889,282.36125
"203","2003T04001",65.155744,21.772433,0,319.060283,TRUE,2003,531.610257,1,212.549974,21.772433,21.772433
"204","2003T04002",68.59637,62.595747,0,277.319488,TRUE,2003,1163.010836,1,885.691348,62.595747,62.595747
"205","2003T04003",112.88272,91.625658,0,507.699425,TRUE,2003,2212.169988,1.01,1704.470563,91.625658,90.7184732673267
"206","2003T04004",26.917985,8.164662,0,305.266512,TRUE,2003,392.810992,0.67,87.54448,8.164662,12.1860626865672
"207","2003T04005",107.782794,4.535923,0,240.681761,TRUE,2003,2322.392934,1,2081.711173,4.535923,4.535923
"208","2003T04006",72.328852,263.083574,0,537.483841,TRUE,2003,986.109812,1.01,448.625971,263.083574,260.478786138614
"209","2003T04008",59.25045,60.781377,0,339.281381,TRUE,2003,673.131077,1.01,333.849696,60.781377,60.1795811881188
"210","2003T04009",70.916851,139.706449,0,NA,TRUE,2003,1211.091627,1.01,0,139.706449,138.323216831683
"211","2003T04010",74.546038,84.36818,0,486.634311,TRUE,2003,774.735767,1.01,288.101456,84.36818,83.5328514851485
"212","2003T04011",107.457019,43.544867,0,218.733553,TRUE,2003,839.145884,1,620.412331,43.544867,43.544867
"213","2003T04012",66.300113,68.94604,0,523.771216,TRUE,2003,523.445594,0.87,0,68.94604,79.2483218390805
"214","2003T04013",67.281375,16.329325,0,214.455297,TRUE,2003,633.214948,1,418.759651,16.329325,16.329325
"215","2003T04014",52.177342,0.907184,0,202.612819,TRUE,2003,990.645736,0.96,788.032917,0.907184,0.944983333333333
"216","2003T04015",50.574787,3.628738,0,163.892099,TRUE,2003,440.891783,0.81,276.999684,3.628738,4.47992345679012
"217","2003T04016",70.346036,87.089735,0,370.959811,TRUE,2003,888.13386,1.01,517.174049,87.089735,86.2274603960396
"218","2003T04020",71.519544,79.832257,0,504.646661,TRUE,2003,1083.178579,1.02,578.531918,79.832257,78.266918627451
"219","2004T04001",67.329836,97.068767,0,408.044108,TRUE,2004,842.774623,1,434.730515,97.068767,97.068767
"220","2004T04002",64.41419,121.562755,0,494.657026,TRUE,2004,1143.959957,1,649.302931,121.562755,121.562755
"221","2004T04003",75.642968,76.203518,0,NA,TRUE,2004,667.687968,1,0,76.203518,76.203518
"222","2004T04004",43.285585,83.460996,0,384.127223,TRUE,2004,866.361426,0.97,482.234203,83.460996,86.0422639175258
"223","2004T04005",61.479821,54.431084,0,204.973453,TRUE,2004,510.745008,0.99,305.771555,54.431084,54.9808929292929
"224","2004T04006",62.734819,19.050879,0,623.145583,TRUE,2004,764.756735,0.98,141.611152,19.050879,19.4396724489796
"225","2004T04007",47.941495,10.886216,0,NA,TRUE,2004,1145.774326,0.89,0,10.886216,12.2317033707865
"226","2004T04008",63.215744,38.101759,0,333.578828,TRUE,2004,1088.621688,0.99,755.04286,38.101759,38.4866252525253
"227","2004T04009",75.230407,96.161582,0,289.876001,TRUE,2004,526.167149,1.02,236.291148,96.161582,94.2760607843137
"228","2004T04010",72.843561,47.173606,0,NA,TRUE,2004,1202.01978,1,0,47.173606,47.173606
"229","2004T04011",41.003018,27.215542,0,523.147079,TRUE,2004,1035.097788,1.01,511.950709,27.215542,26.9460811881188
"230","2004T04012",94.730158,161.478883,0,NA,TRUE,2004,1033.283418,1.07,0,161.478883,150.914843925234
"231","2004T04014",82.19633,190.962387,0,420.317686,TRUE,2004,1515.9057,1.01,1095.588014,190.962387,189.07167029703
"232","2004T04015",69.744853,531.686254,0,807.915632,TRUE,2004,1578.501447,1,770.585815,531.686254,531.686254
"233","2004T04022",66.214559,218.631522,0,440.927603,TRUE,2004,871.804535,1,430.876932,218.631522,218.631522
"234","2004T04023",60.24482,13.607771,0,177.664464,TRUE,2004,1436.073443,1,1258.408979,13.607771,13.607771
"235","2005T04001",68.08,186,0,616.18,TRUE,2005,1230,1.01,613.82,186,184.158415841584
"236","2005T04002",78.63,182.77,0,NA,TRUE,2005,1402,1,0,182.77,182.77
"237","2005T04003",68.702,123.61,0,242.012,TRUE,2005,608,0.99,365.988,123.61,124.858585858586
"238","2005T04004",92.56,148.705027,0,NA,TRUE,2005,1162,1,0,148.705027,148.705027
"239","2005T04005",50.93,18,0,133.98,TRUE,2005,994,0.61,860.02,18,29.5081967213115
"240","2005T04006",71.43,244,0,483.03,TRUE,2005,962,1,478.97,244,244
"241","2005T04007",88.14,267.6,0,NA,TRUE,2005,1820,1.01,0,267.6,264.950495049505
"242","2005T04010",82.22,145.126589,0,272.571262,TRUE,2005,984,0.99,711.428738,145.126589,146.592514141414
"243","2005T04011",54.103,0,0,130.803,TRUE,2005,772,1.02,641.197,0,0
"244","2005T04015",46.46,22,0.04,280.157708,TRUE,2005,580,1,299.842292,22.2981509186397,22.2981509186397
"245","2005T04016",59.19,27.069049,0,147.647378,TRUE,2005,482,1.01,334.352622,27.069049,26.8010386138614
"246","2005T04017",63.34,284,0.07,507.37,TRUE,2005,1022,1,514.63,284.638741711399,284.638741711399
"247","2005T04018",89.13,82.825136,0,403.555136,TRUE,2005,546,1.03,142.444864,82.825136,80.4127533980583
"248","2005T04019",63.802,48.580557,0.55,312.045612,TRUE,2005,808,1,495.954388,53.4058918390333,53.4058918390333
"249","2005T04022",67.12,454.128709,0,579.234541,TRUE,2005,1026,1,446.765459,454.128709,454.128709
"250","2006T04001",54.24,33.6,0,325.84,TRUE,2006,976,1,650.16,33.6,33.6
"251","2006T04002",57.23,20,0,730.07,TRUE,2006,1284,1,553.93,20,20
"252","2006T04003",62.84,4.5,0.23,254.78,TRUE,2006,848,1,593.22,6.9012380649268,6.9012380649268
"253","2006T04004",61.34,8.4,0,NA,TRUE,2006,884,1,0,8.4,8.4
"254","2006T04006",65.23,38,0,554.38,TRUE,2006,716,0.76,161.62,38,50
"255","2006T04007",58.19,0.9,0,108.79,TRUE,2006,588,0.85,479.21,0.9,1.05882352941176
"256","2006T04008",102.01,0.35,0.2,173.13035,TRUE,2006,1098,1,924.86965,2.36329212822272,2.36329212822272
"257","2006T04010",139.11,0.7,0,408.022483,TRUE,2006,1336,1,927.977517,0.7,0.7
"258","2006T04011",71.95,62,1.2,684.45,TRUE,2006,1162,1,477.55,71.1646977067408,71.1646977067408
"259","2006T04012",152,24.65,0,418.9,TRUE,2006,2976,0.99,2557.1,24.65,24.8989898989899
"260","2006T04013",50.8,2.3,0.3,272.3,TRUE,2006,580,1,307.7,4.41712598425197,4.41712598425197
